Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,224731,-,-,-,32.53,-117.06,-8,58,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,GHI,DNI,Temperature
2018,2,5,20,0,0,0,15.5
2018,2,5,20,30,0,0,15.200000000000001
2018,2,5,21,0,0,0,15
2018,2,5,21,30,0,0,14.9
2018,2,5,22,0,0,0,14.8
2018,2,5,22,30,0,0,14.700000000000001
2018,2,5,23,0,0,0,14.700000000000001
2018,2,5,23,30,0,0,14.4
2018,2,6,0,0,0,0,14.200000000000001
2018,2,6,0,30,0,0,13.8
2018,2,6,1,0,0,0,13.4
2018,2,6,1,30,0,0,13
2018,2,6,2,0,0,0,12.5
2018,2,6,2,30,0,0,12.200000000000001
2018,2,6,3,0,0,0,11.9
2018,2,6,3,30,0,0,11.9
2018,2,6,4,0,0,0,11.8
2018,2,6,4,30,0,0,11.700000000000001
2018,2,6,5,0,0,0,11.700000000000001
2018,2,6,5,30,0,0,11.8
2018,2,6,6,0,0,0,11.9
2018,2,6,6,30,0,0,13
2018,2,6,7,0,42,289,14.200000000000001
2018,2,6,7,30,130,544,15.3
2018,2,6,8,0,232,690,16.400000000000002
2018,2,6,8,30,334,781,17.5
2018,2,6,9,0,429,843,18.6
2018,2,6,9,30,514,885,19.700000000000003
2018,2,6,10,0,588,918,20.700000000000003
2018,2,6,10,30,648,938,21.3
2018,2,6,11,0,691,950,21.900000000000002
2018,2,6,11,30,718,958,22.3
2018,2,6,12,0,729,962,22.700000000000003
2018,2,6,12,30,722,958,22.8
2018,2,6,13,0,696,945,23
2018,2,6,13,30,655,931,22.900000000000002
2018,2,6,14,0,597,910,22.8
2018,2,6,14,30,526,880,22.5
2018,2,6,15,0,441,836,22.200000000000003
2018,2,6,15,30,347,776,21.200000000000003
2018,2,6,16,0,246,685,20.200000000000003
2018,2,6,16,30,144,544,18.8
2018,2,6,17,0,53,304,17.400000000000002
2018,2,6,17,30,0,0,16.6
2018,2,6,18,0,0,0,15.9
2018,2,6,18,30,0,0,15.700000000000001
2018,2,6,19,0,0,0,15.5
2018,2,6,19,30,0,0,15.4
2018,2,6,20,0,0,0,15.4
2018,2,6,20,30,0,0,15.4
2018,2,6,21,0,0,0,15.3
2018,2,6,21,30,0,0,15.200000000000001
2018,2,6,22,0,0,0,15
2018,2,6,22,30,0,0,14.8
2018,2,6,23,0,0,0,14.5
2018,2,6,23,30,0,0,14.3
2018,2,7,0,0,0,0,14
2018,2,7,0,30,0,0,13.9
2018,2,7,1,0,0,0,13.700000000000001
2018,2,7,1,30,0,0,13.600000000000001
2018,2,7,2,0,0,0,13.5
2018,2,7,2,30,0,0,13.5
2018,2,7,3,0,0,0,13.4
2018,2,7,3,30,0,0,13.4
2018,2,7,4,0,0,0,13.3
2018,2,7,4,30,0,0,13.3
2018,2,7,5,0,0,0,13.200000000000001
2018,2,7,5,30,0,0,13.3
2018,2,7,6,0,0,0,13.4
2018,2,7,6,30,0,0,14.9
2018,2,7,7,0,47,331,16.400000000000002
2018,2,7,7,30,140,590,18
2018,2,7,8,0,245,735,19.700000000000003
2018,2,7,8,30,350,823,20.700000000000003
2018,2,7,9,0,448,882,21.700000000000003
2018,2,7,9,30,535,920,22.5
2018,2,7,10,0,610,946,23.400000000000002
2018,2,7,10,30,671,966,23.900000000000002
2018,2,7,11,0,715,979,24.5
2018,2,7,11,30,743,985,24.8
2018,2,7,12,0,751,985,25.1
2018,2,7,12,30,743,979,25.200000000000003
2018,2,7,13,0,715,965,25.3
2018,2,7,13,30,672,950,25.3
2018,2,7,14,0,614,928,25.200000000000003
2018,2,7,14,30,541,899,24.700000000000003
2018,2,7,15,0,456,858,24.3
2018,2,7,15,30,360,800,22.900000000000002
2018,2,7,16,0,257,714,21.400000000000002
2018,2,7,16,30,153,579,19.900000000000002
2018,2,7,17,0,58,343,18.400000000000002
2018,2,7,17,30,0,0,17.7
2018,2,7,18,0,0,0,17.1
2018,2,7,18,30,0,0,16.6
2018,2,7,19,0,0,0,16.2
2018,2,7,19,30,0,0,15.9
2018,2,7,20,0,0,0,15.5
2018,2,7,20,30,0,0,15.4
2018,2,7,21,0,0,0,15.200000000000001
2018,2,7,21,30,0,0,15.100000000000001
2018,2,7,22,0,0,0,15
2018,2,7,22,30,0,0,14.9
2018,2,7,23,0,0,0,14.8
2018,2,7,23,30,0,0,14.700000000000001
2018,2,8,0,0,0,0,14.700000000000001
2018,2,8,0,30,0,0,14.600000000000001
2018,2,8,1,0,0,0,14.600000000000001
2018,2,8,1,30,0,0,14.600000000000001
2018,2,8,2,0,0,0,14.600000000000001
2018,2,8,2,30,0,0,14.700000000000001
2018,2,8,3,0,0,0,14.700000000000001
2018,2,8,3,30,0,0,14.700000000000001
2018,2,8,4,0,0,0,14.8
2018,2,8,4,30,0,0,14.8
2018,2,8,5,0,0,0,14.9
2018,2,8,5,30,0,0,14.9
2018,2,8,6,0,0,0,14.9
2018,2,8,6,30,0,0,15.9
2018,2,8,7,0,46,304,16.8
2018,2,8,7,30,137,554,18.3
2018,2,8,8,0,240,696,19.8
2018,2,8,8,30,343,786,21.1
2018,2,8,9,0,439,846,22.400000000000002
2018,2,8,9,30,527,893,23.400000000000002
2018,2,8,10,0,603,932,24.400000000000002
2018,2,8,10,30,663,951,25
2018,2,8,11,0,707,964,25.700000000000003
2018,2,8,11,30,735,972,26
2018,2,8,12,0,745,974,26.400000000000002
2018,2,8,12,30,738,972,26.5
2018,2,8,13,0,713,964,26.6
2018,2,8,13,30,670,950,26.5
2018,2,8,14,0,612,928,26.3
2018,2,8,14,30,540,900,25.700000000000003
2018,2,8,15,0,455,859,25.1
2018,2,8,15,30,360,802,23.3
2018,2,8,16,0,257,715,21.5
2018,2,8,16,30,154,582,20.1
2018,2,8,17,0,59,351,18.6
2018,2,8,17,30,4,40,18.3
2018,2,8,18,0,0,0,17.900000000000002
2018,2,8,18,30,0,0,18
2018,2,8,19,0,0,0,18
2018,2,8,19,30,0,0,18.1
2018,2,8,20,0,0,0,18.2
2018,2,8,20,30,0,0,18.1
2018,2,8,21,0,0,0,17.900000000000002
2018,2,8,21,30,0,0,17.8
2018,2,8,22,0,0,0,17.6
2018,2,8,22,30,0,0,17.3
2018,2,8,23,0,0,0,17
2018,2,8,23,30,0,0,16.7
2018,2,9,0,0,0,0,16.5
2018,2,9,0,30,0,0,16.3
2018,2,9,1,0,0,0,16.1
2018,2,9,1,30,0,0,15.9
2018,2,9,2,0,0,0,15.700000000000001
2018,2,9,2,30,0,0,15.3
2018,2,9,3,0,0,0,14.9
2018,2,9,3,30,0,0,14.8
2018,2,9,4,0,0,0,14.600000000000001
2018,2,9,4,30,0,0,14.4
2018,2,9,5,0,0,0,14.100000000000001
2018,2,9,5,30,0,0,14
2018,2,9,6,0,0,0,13.9
2018,2,9,6,30,0,0,14.9
2018,2,9,7,0,47,280,15.8
2018,2,9,7,30,137,527,17
2018,2,9,8,0,239,672,18.1
2018,2,9,8,30,341,764,19.1
2018,2,9,9,0,437,827,20.1
2018,2,9,9,30,524,874,21.200000000000003
2018,2,9,10,0,600,912,22.200000000000003
2018,2,9,10,30,659,932,22.6
2018,2,9,11,0,703,946,23
2018,2,9,11,30,731,955,23.200000000000003
2018,2,9,12,0,742,959,23.3
2018,2,9,12,30,734,953,23.3
2018,2,9,13,0,708,940,23.200000000000003
2018,2,9,13,30,667,928,22.900000000000002
2018,2,9,14,0,611,910,22.6
2018,2,9,14,30,539,883,22.1
2018,2,9,15,0,455,844,21.5
2018,2,9,15,30,361,789,20.200000000000003
2018,2,9,16,0,260,707,18.900000000000002
2018,2,9,16,30,157,579,17.2
2018,2,9,17,0,62,362,15.600000000000001
2018,2,9,17,30,5,47,15
2018,2,9,18,0,0,0,14.5
2018,2,9,18,30,0,0,14.3
2018,2,9,19,0,0,0,14
2018,2,9,19,30,0,0,13.8
2018,2,9,20,0,0,0,13.5
2018,2,9,20,30,0,0,13.200000000000001
2018,2,9,21,0,0,0,12.9
2018,2,9,21,30,0,0,12.600000000000001
2018,2,9,22,0,0,0,12.4
2018,2,9,22,30,0,0,12.100000000000001
2018,2,9,23,0,0,0,11.9
2018,2,9,23,30,0,0,11.700000000000001
2018,2,10,0,0,0,0,11.600000000000001
2018,2,10,0,30,0,0,11.5
2018,2,10,1,0,0,0,11.3
2018,2,10,1,30,0,0,11.3
2018,2,10,2,0,0,0,11.200000000000001
2018,2,10,2,30,0,0,11.200000000000001
2018,2,10,3,0,0,0,11.200000000000001
2018,2,10,3,30,0,0,11.100000000000001
2018,2,10,4,0,0,0,11
2018,2,10,4,30,0,0,11
2018,2,10,5,0,0,0,10.9
2018,2,10,5,30,0,0,11
2018,2,10,6,0,0,0,11.200000000000001
2018,2,10,6,30,0,0,12.3
2018,2,10,7,0,49,288,13.5
2018,2,10,7,30,139,523,14.3
2018,2,10,8,0,141,208,15.100000000000001
2018,2,10,8,30,113,1,15.700000000000001
2018,2,10,9,0,148,1,16.3
2018,2,10,9,30,200,6,16.7
2018,2,10,10,0,285,23,17.1
2018,2,10,10,30,355,80,17.3
2018,2,10,11,0,440,182,17.5
2018,2,10,11,30,467,204,17.5
2018,2,10,12,0,497,229,17.6
2018,2,10,12,30,516,310,17.5
2018,2,10,13,0,538,394,17.400000000000002
2018,2,10,13,30,570,564,17.2
2018,2,10,14,0,515,492,17
2018,2,10,14,30,459,430,16.7
2018,2,10,15,0,437,717,16.400000000000002
2018,2,10,15,30,355,732,15.9
2018,2,10,16,0,254,634,15.3
2018,2,10,16,30,152,491,14.8
2018,2,10,17,0,60,259,14.3
2018,2,10,17,30,5,23,14.3
2018,2,10,18,0,0,0,14.3
2018,2,10,18,30,0,0,14.3
2018,2,10,19,0,0,0,14.200000000000001
2018,2,10,19,30,0,0,14.200000000000001
2018,2,10,20,0,0,0,14.100000000000001
2018,2,10,20,30,0,0,14
2018,2,10,21,0,0,0,13.9
2018,2,10,21,30,0,0,13.8
2018,2,10,22,0,0,0,13.700000000000001
2018,2,10,22,30,0,0,13.600000000000001
2018,2,10,23,0,0,0,13.600000000000001
2018,2,10,23,30,0,0,13.200000000000001
2018,2,11,0,0,0,0,12.9
2018,2,11,0,30,0,0,13
2018,2,11,1,0,0,0,13
2018,2,11,1,30,0,0,12.9
2018,2,11,2,0,0,0,12.8
2018,2,11,2,30,0,0,12.600000000000001
2018,2,11,3,0,0,0,12.3
2018,2,11,3,30,0,0,12.100000000000001
2018,2,11,4,0,0,0,12
2018,2,11,4,30,0,0,11.8
2018,2,11,5,0,0,0,11.600000000000001
2018,2,11,5,30,0,0,11.5
2018,2,11,6,0,0,0,11.5
2018,2,11,6,30,0,0,12.600000000000001
2018,2,11,7,0,52,294,13.600000000000001
2018,2,11,7,30,145,542,14.5
2018,2,11,8,0,250,691,15.4
2018,2,11,8,30,355,785,16.400000000000002
2018,2,11,9,0,453,848,17.3
2018,2,11,9,30,539,882,18
2018,2,11,10,0,611,897,18.8
2018,2,11,10,30,672,920,19.5
2018,2,11,11,0,717,937,20.1
2018,2,11,11,30,744,945,20.5
2018,2,11,12,0,754,947,20.900000000000002
2018,2,11,12,30,743,933,20.8
2018,2,11,13,0,714,907,20.700000000000003
2018,2,11,13,30,670,888,20.3
2018,2,11,14,0,610,860,19.900000000000002
2018,2,11,14,30,536,821,19
2018,2,11,15,0,427,611,18.1
2018,2,11,15,30,353,692,16.900000000000002
2018,2,11,16,0,250,583,15.700000000000001
2018,2,11,16,30,150,436,14.600000000000001
2018,2,11,17,0,59,209,13.5
2018,2,11,17,30,5,13,13.3
2018,2,11,18,0,0,0,13.100000000000001
2018,2,11,18,30,0,0,13.200000000000001
2018,2,11,19,0,0,0,13.4
2018,2,11,19,30,0,0,13.4
2018,2,11,20,0,0,0,13.5
2018,2,11,20,30,0,0,13.600000000000001
2018,2,11,21,0,0,0,13.700000000000001
2018,2,11,21,30,0,0,13.700000000000001
2018,2,11,22,0,0,0,13.700000000000001
2018,2,11,22,30,0,0,13.8
2018,2,11,23,0,0,0,13.8
2018,2,11,23,30,0,0,13.8
2018,2,12,0,0,0,0,13.8
2018,2,12,0,30,0,0,13.9
2018,2,12,1,0,0,0,13.9
2018,2,12,1,30,0,0,13.8
2018,2,12,2,0,0,0,13.700000000000001
2018,2,12,2,30,0,0,13.600000000000001
2018,2,12,3,0,0,0,13.4
2018,2,12,3,30,0,0,13.3
2018,2,12,4,0,0,0,13.100000000000001
2018,2,12,4,30,0,0,13.100000000000001
2018,2,12,5,0,0,0,13
2018,2,12,5,30,0,0,13
2018,2,12,6,0,0,0,13
2018,2,12,6,30,0,0,13.100000000000001
2018,2,12,7,0,52,258,13.3
2018,2,12,7,30,142,489,13.4
2018,2,12,8,0,85,196,13.5
2018,2,12,8,30,14,0,13.8
2018,2,12,9,0,64,1,14
2018,2,12,9,30,155,4,14.200000000000001
2018,2,12,10,0,200,8,14.4
2018,2,12,10,30,201,4,14.4
2018,2,12,11,0,238,3,14.4
2018,2,12,11,30,301,34,14.4
2018,2,12,12,0,439,85,14.3
2018,2,12,12,30,491,276,14.200000000000001
2018,2,12,13,0,277,13,14.200000000000001
2018,2,12,13,30,205,4,14.100000000000001
2018,2,12,14,0,108,0,14
2018,2,12,14,30,134,69,13.8
2018,2,12,15,0,362,589,13.700000000000001
2018,2,12,15,30,347,666,13.4
2018,2,12,16,0,261,631,13
2018,2,12,16,30,152,451,12.700000000000001
2018,2,12,17,0,59,225,12.4
2018,2,12,17,30,3,6,12.3
2018,2,12,18,0,0,0,12.100000000000001
2018,2,12,18,30,0,0,12.100000000000001
2018,2,12,19,0,0,0,12
2018,2,12,19,30,0,0,12
2018,2,12,20,0,0,0,11.9
2018,2,12,20,30,0,0,11.9
2018,2,12,21,0,0,0,11.9
2018,2,12,21,30,0,0,11.8
2018,2,12,22,0,0,0,11.8
2018,2,12,22,30,0,0,11.8
2018,2,12,23,0,0,0,11.700000000000001
2018,2,12,23,30,0,0,11.700000000000001
2018,2,13,0,0,0,0,11.600000000000001
2018,2,13,0,30,0,0,11.600000000000001
2018,2,13,1,0,0,0,11.600000000000001
2018,2,13,1,30,0,0,11.600000000000001
2018,2,13,2,0,0,0,11.5
2018,2,13,2,30,0,0,11.5
2018,2,13,3,0,0,0,11.5
2018,2,13,3,30,0,0,11.5
2018,2,13,4,0,0,0,11.600000000000001
2018,2,13,4,30,0,0,11.5
2018,2,13,5,0,0,0,11.5
2018,2,13,5,30,0,0,11.600000000000001
2018,2,13,6,0,0,0,11.600000000000001
2018,2,13,6,30,1,0,12.200000000000001
2018,2,13,7,0,20,0,12.700000000000001
2018,2,13,7,30,72,46,13.100000000000001
2018,2,13,8,0,157,128,13.5
2018,2,13,8,30,336,640,14.100000000000001
2018,2,13,9,0,441,767,14.700000000000001
2018,2,13,9,30,528,813,15.4
2018,2,13,10,0,514,485,16
2018,2,13,10,30,394,142,16.6
2018,2,13,11,0,347,38,17.1
2018,2,13,11,30,428,201,17.5
2018,2,13,12,0,558,386,17.8
2018,2,13,12,30,605,529,17.8
2018,2,13,13,0,719,933,17.900000000000002
2018,2,13,13,30,588,710,17.8
2018,2,13,14,0,620,903,17.8
2018,2,13,14,30,548,874,17.5
2018,2,13,15,0,410,520,17.2
2018,2,13,15,30,274,215,16.6
2018,2,13,16,0,106,20,16
2018,2,13,16,30,75,9,15
2018,2,13,17,0,40,4,14
2018,2,13,17,30,4,0,13.8
2018,2,13,18,0,0,0,13.5
2018,2,13,18,30,0,0,13.5
2018,2,13,19,0,0,0,13.5
2018,2,13,19,30,0,0,13.4
2018,2,13,20,0,0,0,13.3
2018,2,13,20,30,0,0,13.200000000000001
2018,2,13,21,0,0,0,13.100000000000001
2018,2,13,21,30,0,0,13
2018,2,13,22,0,0,0,12.9
2018,2,13,22,30,0,0,12.9
2018,2,13,23,0,0,0,12.9
2018,2,13,23,30,0,0,12.9
2018,2,14,0,0,0,0,12.9
2018,2,14,0,30,0,0,12.9
2018,2,14,1,0,0,0,12.8
2018,2,14,1,30,0,0,12.8
2018,2,14,2,0,0,0,12.700000000000001
2018,2,14,2,30,0,0,12.5
2018,2,14,3,0,0,0,12.4
2018,2,14,3,30,0,0,12.100000000000001
2018,2,14,4,0,0,0,11.8
2018,2,14,4,30,0,0,11.600000000000001
2018,2,14,5,0,0,0,11.3
2018,2,14,5,30,0,0,11.4
2018,2,14,6,0,0,0,11.5
2018,2,14,6,30,2,0,12.8
2018,2,14,7,0,53,236,14.100000000000001
2018,2,14,7,30,150,531,15.200000000000001
2018,2,14,8,0,251,666,16.3
2018,2,14,8,30,352,751,17
2018,2,14,9,0,446,808,17.8
2018,2,14,9,30,530,845,18.2
2018,2,14,10,0,601,866,18.7
2018,2,14,10,30,659,885,18.8
2018,2,14,11,0,677,796,19
2018,2,14,11,30,607,531,18.900000000000002
2018,2,14,12,0,615,520,18.8
2018,2,14,12,30,678,712,18.400000000000002
2018,2,14,13,0,577,522,17.900000000000002
2018,2,14,13,30,267,66,17.400000000000002
2018,2,14,14,0,125,1,16.900000000000002
2018,2,14,14,30,108,2,16.5
2018,2,14,15,0,120,4,16.1
2018,2,14,15,30,86,3,15.700000000000001
2018,2,14,16,0,67,2,15.3
2018,2,14,16,30,45,1,15
2018,2,14,17,0,22,0,14.700000000000001
2018,2,14,17,30,3,0,14.600000000000001
2018,2,14,18,0,0,0,14.5
2018,2,14,18,30,0,0,14.5
2018,2,14,19,0,0,0,14.4
2018,2,14,19,30,0,0,14.200000000000001
2018,2,14,20,0,0,0,14
2018,2,14,20,30,0,0,13.8
2018,2,14,21,0,0,0,13.700000000000001
2018,2,14,21,30,0,0,13.600000000000001
2018,2,14,22,0,0,0,13.5
2018,2,14,22,30,0,0,13.4
2018,2,14,23,0,0,0,13.4
2018,2,14,23,30,0,0,13.4
2018,2,15,0,0,0,0,13.4
2018,2,15,0,30,0,0,13.5
2018,2,15,1,0,0,0,13.5
2018,2,15,1,30,0,0,13.700000000000001
2018,2,15,2,0,0,0,13.8
2018,2,15,2,30,0,0,13.700000000000001
2018,2,15,3,0,0,0,13.600000000000001
2018,2,15,3,30,0,0,13.4
2018,2,15,4,0,0,0,13.3
2018,2,15,4,30,0,0,13.100000000000001
2018,2,15,5,0,0,0,12.9
2018,2,15,5,30,0,0,12.9
2018,2,15,6,0,0,0,12.8
2018,2,15,6,30,5,34,13.600000000000001
2018,2,15,7,0,61,309,14.3
2018,2,15,7,30,153,530,15
2018,2,15,8,0,243,564,15.700000000000001
2018,2,15,8,30,343,647,16.6
2018,2,15,9,0,454,811,17.5
2018,2,15,9,30,503,659,18.2
2018,2,15,10,0,614,886,18.900000000000002
2018,2,15,10,30,674,906,19.3
2018,2,15,11,0,718,918,19.700000000000003
2018,2,15,11,30,695,777,20
2018,2,15,12,0,708,795,20.200000000000003
2018,2,15,12,30,747,917,20.3
2018,2,15,13,0,703,842,20.3
2018,2,15,13,30,678,879,20.1
2018,2,15,14,0,620,853,19.900000000000002
2018,2,15,14,30,493,548,19.5
2018,2,15,15,0,402,400,19.1
2018,2,15,15,30,339,426,18.5
2018,2,15,16,0,235,305,17.900000000000002
2018,2,15,16,30,149,274,17
2018,2,15,17,0,58,25,16.2
2018,2,15,17,30,6,0,15.8
2018,2,15,18,0,0,0,15.5
2018,2,15,18,30,0,0,15.3
2018,2,15,19,0,0,0,15.100000000000001
2018,2,15,19,30,0,0,15
2018,2,15,20,0,0,0,14.9
2018,2,15,20,30,0,0,14.8
2018,2,15,21,0,0,0,14.600000000000001
2018,2,15,21,30,0,0,14.5
2018,2,15,22,0,0,0,14.4
2018,2,15,22,30,0,0,14.3
2018,2,15,23,0,0,0,14.200000000000001
2018,2,15,23,30,0,0,14.200000000000001
2018,2,16,0,0,0,0,14.100000000000001
2018,2,16,0,30,0,0,14.100000000000001
2018,2,16,1,0,0,0,14
2018,2,16,1,30,0,0,13.9
2018,2,16,2,0,0,0,13.8
2018,2,16,2,30,0,0,13.600000000000001
2018,2,16,3,0,0,0,13.5
2018,2,16,3,30,0,0,13.4
2018,2,16,4,0,0,0,13.3
2018,2,16,4,30,0,0,13.100000000000001
2018,2,16,5,0,0,0,13
2018,2,16,5,30,0,0,13
2018,2,16,6,0,0,0,13
2018,2,16,6,30,4,0,14.200000000000001
2018,2,16,7,0,45,4,15.4
2018,2,16,7,30,112,38,16.400000000000002
2018,2,16,8,0,168,93,17.5
2018,2,16,8,30,192,78,18.2
2018,2,16,9,0,387,403,18.900000000000002
2018,2,16,9,30,568,901,19.5
2018,2,16,10,0,579,671,20
2018,2,16,10,30,639,695,20.400000000000002
2018,2,16,11,0,748,959,20.900000000000002
2018,2,16,11,30,776,968,21.1
2018,2,16,12,0,787,971,21.3
2018,2,16,12,30,767,931,21.400000000000002
2018,2,16,13,0,642,589,21.400000000000002
2018,2,16,13,30,610,606,21.400000000000002
2018,2,16,14,0,646,907,21.3
2018,2,16,14,30,585,917,21.1
2018,2,16,15,0,498,883,20.8
2018,2,16,15,30,401,832,20
2018,2,16,16,0,295,757,19.3
2018,2,16,16,30,187,642,18
2018,2,16,17,0,85,447,16.7
2018,2,16,17,30,9,79,16.2
2018,2,16,18,0,0,0,15.700000000000001
2018,2,16,18,30,0,0,15.200000000000001
2018,2,16,19,0,0,0,14.700000000000001
2018,2,16,19,30,0,0,14.3
2018,2,16,20,0,0,0,13.9
2018,2,16,20,30,0,0,13.600000000000001
2018,2,16,21,0,0,0,13.3
2018,2,16,21,30,0,0,13.100000000000001
2018,2,16,22,0,0,0,12.8
2018,2,16,22,30,0,0,12.600000000000001
2018,2,16,23,0,0,0,12.4
2018,2,16,23,30,0,0,12.200000000000001
2018,2,17,0,0,0,0,12
2018,2,17,0,30,0,0,11.9
2018,2,17,1,0,0,0,11.700000000000001
2018,2,17,1,30,0,0,11.600000000000001
2018,2,17,2,0,0,0,11.4
2018,2,17,2,30,0,0,11.3
2018,2,17,3,0,0,0,11.100000000000001
2018,2,17,3,30,0,0,10.9
2018,2,17,4,0,0,0,10.8
2018,2,17,4,30,0,0,10.600000000000001
2018,2,17,5,0,0,0,10.5
2018,2,17,5,30,0,0,10.600000000000001
2018,2,17,6,0,0,0,10.8
2018,2,17,6,30,7,73,12.600000000000001
2018,2,17,7,0,76,452,14.5
2018,2,17,7,30,179,663,16
2018,2,17,8,0,289,784,17.6
2018,2,17,8,30,397,860,18.7
2018,2,17,9,0,497,912,19.900000000000002
2018,2,17,9,30,525,725,20.700000000000003
2018,2,17,10,0,651,937,21.5
2018,2,17,10,30,678,845,22.1
2018,2,17,11,0,768,1003,22.700000000000003
2018,2,17,11,30,747,873,22.8
2018,2,17,12,0,758,874,23
2018,2,17,12,30,755,893,22.900000000000002
2018,2,17,13,0,726,879,22.8
2018,2,17,13,30,725,978,22.6
2018,2,17,14,0,665,958,22.3
2018,2,17,14,30,590,929,21.700000000000003
2018,2,17,15,0,501,888,21.1
2018,2,17,15,30,394,734,20
2018,2,17,16,0,279,506,18.8
2018,2,17,16,30,152,174,17.6
2018,2,17,17,0,70,117,16.3
2018,2,17,17,30,6,0,15.9
2018,2,17,18,0,0,0,15.600000000000001
2018,2,17,18,30,0,0,15.4
2018,2,17,19,0,0,0,15.200000000000001
2018,2,17,19,30,0,0,15.100000000000001
2018,2,17,20,0,0,0,14.9
2018,2,17,20,30,0,0,14.8
2018,2,17,21,0,0,0,14.600000000000001
2018,2,17,21,30,0,0,14.4
2018,2,17,22,0,0,0,14.200000000000001
2018,2,17,22,30,0,0,14.100000000000001
2018,2,17,23,0,0,0,13.9
2018,2,17,23,30,0,0,13.8
2018,2,18,0,0,0,0,13.700000000000001
2018,2,18,0,30,0,0,13.700000000000001
2018,2,18,1,0,0,0,13.600000000000001
2018,2,18,1,30,0,0,13.600000000000001
2018,2,18,2,0,0,0,13.5
2018,2,18,2,30,0,0,13.4
2018,2,18,3,0,0,0,13.4
2018,2,18,3,30,0,0,13.3
2018,2,18,4,0,0,0,13.200000000000001
2018,2,18,4,30,0,0,13.100000000000001
2018,2,18,5,0,0,0,13.100000000000001
2018,2,18,5,30,0,0,13.100000000000001
2018,2,18,6,0,0,0,13.100000000000001
2018,2,18,6,30,7,62,14.100000000000001
2018,2,18,7,0,72,396,15.100000000000001
2018,2,18,7,30,170,599,16.1
2018,2,18,8,0,275,717,17.1
2018,2,18,8,30,379,793,17.6
2018,2,18,9,0,474,843,18.2
2018,2,18,9,30,561,880,18.5
2018,2,18,10,0,622,853,18.8
2018,2,18,10,30,681,872,19
2018,2,18,11,0,737,937,19.1
2018,2,18,11,30,765,944,19.1
2018,2,18,12,0,775,947,19.1
2018,2,18,12,30,703,723,19
2018,2,18,13,0,742,934,18.900000000000002
2018,2,18,13,30,701,922,18.7
2018,2,18,14,0,643,903,18.400000000000002
2018,2,18,14,30,571,875,17.900000000000002
2018,2,18,15,0,486,835,17.400000000000002
2018,2,18,15,30,391,781,16.5
2018,2,18,16,0,288,700,15.700000000000001
2018,2,18,16,30,183,577,14.700000000000001
2018,2,18,17,0,84,372,13.700000000000001
2018,2,18,17,30,10,59,13.3
2018,2,18,18,0,0,0,12.9
2018,2,18,18,30,0,0,12.8
2018,2,18,19,0,0,0,12.700000000000001
2018,2,18,19,30,0,0,12.700000000000001
2018,2,18,20,0,0,0,12.600000000000001
2018,2,18,20,30,0,0,12.700000000000001
2018,2,18,21,0,0,0,12.700000000000001
2018,2,18,21,30,0,0,12.700000000000001
2018,2,18,22,0,0,0,12.700000000000001
2018,2,18,22,30,0,0,12.700000000000001
2018,2,18,23,0,0,0,12.700000000000001
2018,2,18,23,30,0,0,12.600000000000001
2018,2,19,0,0,0,0,12.5
2018,2,19,0,30,0,0,12.3
2018,2,19,1,0,0,0,12.200000000000001
2018,2,19,1,30,0,0,11.9
2018,2,19,2,0,0,0,11.700000000000001
2018,2,19,2,30,0,0,11.5
2018,2,19,3,0,0,0,11.4
2018,2,19,3,30,0,0,11.100000000000001
2018,2,19,4,0,0,0,10.9
2018,2,19,4,30,0,0,10.700000000000001
2018,2,19,5,0,0,0,10.5
2018,2,19,5,30,0,0,10.4
2018,2,19,6,0,0,0,10.4
2018,2,19,6,30,7,39,10.9
2018,2,19,7,0,64,255,11.4
2018,2,19,7,30,135,394,11.9
2018,2,19,8,0,195,270,12.4
2018,2,19,8,30,360,678,12.700000000000001
2018,2,19,9,0,494,867,13.100000000000001
2018,2,19,9,30,583,907,13.3
2018,2,19,10,0,659,939,13.600000000000001
2018,2,19,10,30,720,957,13.600000000000001
2018,2,19,11,0,765,968,13.700000000000001
2018,2,19,11,30,792,972,13.600000000000001
2018,2,19,12,0,799,968,13.5
2018,2,19,12,30,790,960,13.200000000000001
2018,2,19,13,0,761,942,13
2018,2,19,13,30,716,922,12.700000000000001
